epoch,train_rmse,val_rmse
1,0.11867963136295444,0.0788712047211625
2,0.04419578260074432,0.08511120778085184
3,0.047830161480635194,0.08750185516899953
4,0.05028622632815804,0.08279766844843085
5,0.05100103688181119,0.07906939668646941
6,0.06251255626127848,0.0709221254708192
7,0.060632042399057555,0.06957290842910421
8,0.059461390626720255,0.0686686757803729
9,0.05840220343211677,0.06625678737058081
10,0.05731535724573337,0.06239395923090789
11,0.056534571708483146,0.05929784660759953
12,0.056059792002236965,0.056148798397811554
13,0.05570267074218942,0.05179143936862055
14,0.05559840062228081,0.04968475564884576
15,0.05484423276049972,0.04666883171816355
16,0.05424804719889711,0.04410113243073119
17,0.053663150271880934,0.040900467541519735
18,0.05281928041566084,0.03737653223668023
19,0.052157927576295886,0.03416681360173288
20,0.051307304753538084,0.03113308865433375
21,0.04986655881137827,0.030076948756623315
22,0.049017449046976413,0.029867233742467
23,0.048648144595669685,0.02976897006209513
24,0.048302817694363544,0.02970655955026529
25,0.04787223399020462,0.02959494855873407
26,0.04752927264852768,0.02959089019281845
27,0.047375310479168084,0.029556824966977785
28,0.047333760588460255,0.029622756715113684
29,0.04720131154131242,0.02975540806815662
30,0.04693052084435685,0.029753898873976805
